SaleTransaction{uuid='933115CD-A7BF-B434-7F4F-B5507C9FB6CD',timestamp='15/04/2022 04:11:34',type='colombian',size='M',price='€1.30',offer='',discount='',userId=3057,country=ITALY,city='Turin'}
SaleTransaction{uuid='D8C6D5DC-240C-2E78-C078-70E674CBFAE2',timestamp='2022年04月13日 09時42分51秒',type='コロンビア',size='中',price='¥600',offer='',discount='',userId=1073,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='8DD0F0DA-752E-38F0-F7CD-6D7F8268AC00',timestamp='14/04/2022 06:06:44',type='blend',size='P',price='€1.30',offer='',discount='15%',userId=3054,country=ITALY,city='Turin'}
SaleTransaction{uuid='B245A491-C471-A559-D119-9CE5B56C34B1',timestamp='2022年04月21日 10時11分45秒',type='イタリア',size='超大',price='¥1000',offer='ga',discount='',userId=1053,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='9D35D73F-B6BA-CCC8-2D06-7DD43EEC9CFE',timestamp='01/04/2022 09:15:16',type='colombian',size='P',price='€1.30',offer='',discount='',userId=3072,country=ITALY,city='Turin'}
SaleTransaction{uuid='A476ECE2-F68A-836B-747A-F6E3928FAEDC',timestamp='2022年04月21日 07時02分21秒',type='イタリア',size='大',price='¥800',offer='',discount='',userId=1023,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='28A870FB-7407-B894-8238-69CFB2B5696F',timestamp='26/04/2022 07:25:14',type='blend',size='P',price='€1.30',offer='',discount='20%',userId=3010,country=ITALY,city='Turin'}
SaleTransaction{uuid='FA4BC33F-36D5-EB3B-BCFF-0A348A78C63F',timestamp='2022年04月20日 11時00分33秒',type='イタリア',size='超大',price='¥1000',offer='',discount='',userId=1045,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='57AF2BDD-C9C6-6BAB-2630-14B71CA61671',timestamp='19/04/2022 04:45:46',type='espresso',size='GG',price='€3',offer='',discount='',userId=3060,country=ITALY,city='Turin'}
SaleTransaction{uuid='FBBB0C25-0147-ABB5-6FF7-905B3B0041BF',timestamp='2022年04月01日 05時39分54秒',type='ブラジル',size='大',price='¥800',offer='',discount='',userId=1020,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='A89E88FB-024F-6751-79AD-038032558266',timestamp='2022年04月12日 12時09分57秒',type='ブラジル',size='小',price='¥500',offer='',discount='30%',userId=1075,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='AF72D12E-CD5F-2BDF-B3F5-FD44EC812C26',timestamp='2022年04月27日 01時12分20秒',type='ブレンド',size='超大',price='¥1000',offer='',discount='',userId=1092,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='9ACAEC5B-2846-D874-CEBE-CB8C868791A0',timestamp='10/04/2022 06:21:53',type='blend',size='P',price='€1.30',offer='',discount='',userId=3018,country=ITALY,city='Turin'}
SaleTransaction{uuid='28478385-0FA9-143C-0729-52F684DF20EC',timestamp='2022年04月14日 03時48分36秒',type='ブラジル',size='大',price='¥800',offer='',discount='',userId=1079,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='2E31F0AD-2950-5075-5BC0-E163FF2D2822',timestamp='29/04/2022 03:50:25',type='brazilian',size='P',price='€1.30',offer='',discount='',userId=3038,country=ITALY,city='Turin'}
SaleTransaction{uuid='5AADBB18-8305-D149-A2CC-CBB376CEF332',timestamp='2022年04月28日 06時04分10秒',type='イタリア',size='中',price='¥600',offer='h&l',discount='',userId=1003,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='F748BDB6-8057-5C66-0BE4-F0563907E111',timestamp='29/04/2022 06:46:45',type='espresso',size='G',price='€1.30',offer='h&l',discount='',userId=3090,country=ITALY,city='Turin'}
SaleTransaction{uuid='312712DC-ADD3-AE7F-45DE-746A9A4F3752',timestamp='01/04/2022 01:49:15',type='brazilian',size='G',price='€1.30',offer='',discount='',userId=3071,country=ITALY,city='Turin'}
SaleTransaction{uuid='6FE9B98E-A079-C98E-7E19-BD1DF82F62B1',timestamp='2022年04月21日 06時22分34秒',type='ブレンド',size='中',price='¥600',offer='',discount='',userId=1012,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='EB7B5905-45EB-7E62-751C-70E596A513CE',timestamp='12/04/2022 10:19:48',type='brazilian',size='M',price='€1.30',offer='ga',discount='',userId=3037,country=ITALY,city='Turin'}
SaleTransaction{uuid='3FA13D01-B6E3-3D30-64E7-3272396623D7',timestamp='2022年04月16日 06時22分21秒',type='イタリア',size='超大',price='¥1000',offer='',discount='',userId=1029,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='E87DAEC7-70D7-007D-5045-63B957DD445F',timestamp='2022年04月10日 12時39分30秒',type='ブレンド',size='超大',price='¥1000',offer='',discount='',userId=1042,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='296EDB0F-965D-72D6-E56D-9FFA131A55DD',timestamp='24/04/2022 04:41:04',type='brazilian',size='P',price='€1.30',offer='sg',discount='30%',userId=3012,country=ITALY,city='Turin'}
SaleTransaction{uuid='4AD75C8A-DE1D-AF5E-3E6D-5F398A7BBD68',timestamp='2022年04月23日 11時13分36秒',type='イタリア',size='中',price='¥600',offer='',discount='',userId=1013,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='AACEC469-FACF-FE05-E64D-68AB1192E697',timestamp='30/04/2022 02:04:38',type='colombian',size='M',price='€1.30',offer='gft',discount='',userId=3037,country=ITALY,city='Turin'}
SaleTransaction{uuid='F935F80E-CCD5-0600-539B-D05EE4E619F0',timestamp='2022年04月07日 03時58分43秒',type='ブラジル',size='大',price='¥800',offer='sg',discount='',userId=1090,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='7D30065D-6318-4809-5260-A6C90AB574DD',timestamp='10/04/2022 04:26:03',type='colombian',size='GG',price='€3',offer='',discount='',userId=3096,country=ITALY,city='Turin'}
SaleTransaction{uuid='7B2146A9-AFFB-752B-573D-C16033526D6E',timestamp='2022年04月17日 03時30分16秒',type='コロンビア',size='小',price='¥500',offer='',discount='30%',userId=1076,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='7D53F3C8-F56C-D69D-C261-C50CB7A8D513',timestamp='13/04/2022 10:56:50',type='brazilian',size='M',price='€1.30',offer='',discount='',userId=3067,country=ITALY,city='Turin'}
SaleTransaction{uuid='D8045C16-4876-9865-97A0-D1BE1D609AF5',timestamp='2022年04月05日 07時21分36秒',type='コロンビア',size='小',price='¥500',offer='',discount='',userId=1028,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='AE0560B8-9B30-41C1-B550-92EEC045BA37',timestamp='17/04/2022 10:22:46',type='brazilian',size='GG',price='€3',offer='',discount='',userId=3100,country=ITALY,city='Turin'}
SaleTransaction{uuid='3B626D7C-01D6-4153-BA4B-CFF7C9DDCD7A',timestamp='2022年04月25日 12時04分29秒',type='ブレンド',size='小',price='¥500',offer='',discount='',userId=1025,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='697A4A0D-CEB1-4D07-44C1-1157F5822147',timestamp='27/04/2022 04:05:06',type='colombian',size='G',price='€1.30',offer='',discount='20%',userId=3047,country=ITALY,city='Turin'}
SaleTransaction{uuid='997613D3-04CF-DA42-26E2-7346F4F4B048',timestamp='2022年04月26日 04時51分10秒',type='コロンビア',size='中',price='¥600',offer='',discount='',userId=1063,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='FF3FF8E3-90AE-B2BC-AA73-3FAB8410CFEA',timestamp='20/04/2022 04:52:11',type='brazilian',size='M',price='€1.30',offer='',discount='20%',userId=3046,country=ITALY,city='Turin'}
SaleTransaction{uuid='09C5B1F3-A7CC-B4BF-85B1-BA0309ABAA30',timestamp='20/04/2022 06:33:42',type='blend',size='M',price='€1.30',offer='',discount='',userId=3072,country=ITALY,city='Turin'}
SaleTransaction{uuid='243386D9-BC9E-830D-6D62-3BF9D47E8D35',timestamp='30/04/2022 12:34:29',type='brazilian',size='M',price='€1.30',offer='',discount='',userId=3032,country=ITALY,city='Turin'}
SaleTransaction{uuid='F7B57F65-095B-6354-EFF2-8E3B71563446',timestamp='13/04/2022 05:42:35',type='espresso',size='P',price='€1.30',offer='',discount='',userId=3094,country=ITALY,city='Turin'}
SaleTransaction{uuid='5C662BFB-5042-3FD2-D7FF-1AAF58C9AFA9',timestamp='05/04/2022 04:51:01',type='espresso',size='M',price='€1.30',offer='',discount='30%',userId=3061,country=ITALY,city='Turin'}
SaleTransaction{uuid='F110C57D-7D13-0A44-BF70-D05E92FCC2DB',timestamp='10/04/2022 01:25:12',type='blend',size='M',price='€1.30',offer='',discount='20%',userId=3006,country=ITALY,city='Turin'}
SaleTransaction{uuid='473A60A3-4D02-B57E-0CA5-5C0FE4A83BC4',timestamp='26/04/2022 05:09:39',type='brazilian',size='P',price='€1.30',offer='',discount='',userId=3092,country=ITALY,city='Turin'}
SaleTransaction{uuid='7E58D92B-7D54-D836-A52F-039FA42DFD32',timestamp='2022年04月01日 03時06分10秒',type='イタリア',size='超大',price='¥1000',offer='',discount='',userId=1018,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='41BEE45D-95CE-5530-3F16-C85C759AC380',timestamp='2022年04月28日 03時37分40秒',type='ブラジル',size='超大',price='¥1000',offer='gft',discount='',userId=1020,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='90448F35-4959-6220-61F5-E901EBE57858',timestamp='16/04/2022 02:40:06',type='blend',size='G',price='€1.30',offer='',discount='25%',userId=3001,country=ITALY,city='Turin'}
SaleTransaction{uuid='B72F3DEB-4D35-2FCE-12C5-A5F25CE9E8AF',timestamp='03/04/2022 07:02:07',type='espresso',size='GG',price='€3',offer='',discount='',userId=3036,country=ITALY,city='Turin'}
SaleTransaction{uuid='D8AA5F26-6C16-0CD7-A12E-AEDC8E211465',timestamp='2022年04月23日 07時41分01秒',type='コロンビア',size='大',price='¥800',offer='',discount='',userId=1042,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='625AED7F-55FB-AFFD-0B8F-C4BE2F3DCB94',timestamp='22/04/2022 03:09:07',type='blend',size='M',price='€1.30',offer='ga',discount='',userId=3007,country=ITALY,city='Turin'}
SaleTransaction{uuid='4FFBED4F-5B80-16AB-E257-5CA9D8AEC547',timestamp='26/04/2022 05:41:23',type='brazilian',size='GG',price='€3',offer='',discount='',userId=3034,country=ITALY,city='Turin'}
SaleTransaction{uuid='16A9837A-9F16-01D0-2879-63B1A0D194BA',timestamp='2022年04月18日 12時00分43秒',type='ブラジル',size='中',price='¥600',offer='sg',discount='',userId=1003,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='E7900459-9E84-115B-2271-1ABB61BFF5FD',timestamp='2022年04月11日 12時12分20秒',type='ブレンド',size='中',price='¥600',offer='',discount='30%',userId=1024,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='1E67571D-CB7E-9F4C-DC4D-E728A652FF02',timestamp='12/04/2022 12:33:55',type='espresso',size='GG',price='€3',offer='',discount='15%',userId=3042,country=ITALY,city='Turin'}
SaleTransaction{uuid='39A05CDE-4231-3941-4309-BB8A0495A755',timestamp='28/04/2022 03:23:12',type='brazilian',size='P',price='€1.30',offer='',discount='',userId=3002,country=ITALY,city='Turin'}
SaleTransaction{uuid='CA7907EA-9A23-C298-0106-173F91B8A9A9',timestamp='09/04/2022 04:54:07',type='espresso',size='GG',price='€3',offer='',discount='',userId=3097,country=ITALY,city='Turin'}
SaleTransaction{uuid='D5F3C44D-6F66-6C6F-4E7F-340F2AB8E84E',timestamp='2022年04月10日 04時51分46秒',type='イタリア',size='小',price='¥500',offer='gft',discount='25%',userId=1079,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='4A4CF915-3FB7-457F-E9F8-8C37739AC8BA',timestamp='11/04/2022 02:33:29',type='colombian',size='P',price='€1.30',offer='',discount='15%',userId=3036,country=ITALY,city='Turin'}
SaleTransaction{uuid='A9302752-650D-2765-57F8-624C59A61035',timestamp='2022年04月22日 11時15分20秒',type='ブレンド',size='大',price='¥800',offer='sg',discount='25%',userId=1021,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='1EB20001-61EA-B60E-0216-1CD5BABBDC53',timestamp='02/04/2022 09:22:41',type='blend',size='GG',price='€3',offer='',discount='25%',userId=3063,country=ITALY,city='Turin'}
SaleTransaction{uuid='123A74A5-446C-C4F7-DAE9-A39C771BF3D0',timestamp='2022年04月30日 12時28分49秒',type='イタリア',size='超大',price='¥1000',offer='ga',discount='',userId=1077,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='04C8C7E1-A641-EB0B-8B89-DD8DDE8D7BAB',timestamp='2022年04月19日 04時29分22秒',type='イタリア',size='小',price='¥500',offer='',discount='20%',userId=1022,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='4495B016-9B9F-E611-1AB8-FB17DEDF3852',timestamp='06/04/2022 12:24:50',type='espresso',size='P',price='€1.30',offer='ga',discount='',userId=3046,country=ITALY,city='Turin'}
SaleTransaction{uuid='375A0AB5-B228-3666-73EF-4DD3319DEFF5',timestamp='2022年04月11日 03時22分13秒',type='コロンビア',size='小',price='¥500',offer='',discount='',userId=1046,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='5E020639-A3F3-BF31-4458-85693BD2EEFE',timestamp='07/04/2022 01:12:23',type='brazilian',size='GG',price='€3',offer='ga',discount='',userId=3061,country=ITALY,city='Turin'}
SaleTransaction{uuid='92504472-3978-497F-E143-A163A1E63D46',timestamp='28/04/2022 05:17:40',type='brazilian',size='G',price='€1.30',offer='',discount='20%',userId=3052,country=ITALY,city='Turin'}
SaleTransaction{uuid='F0FBD24E-1E1E-68D7-2BC2-D6A247EAED44',timestamp='2022年04月02日 04時58分38秒',type='コロンビア',size='大',price='¥800',offer='',discount='15%',userId=1070,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='AC69B2AF-D6D5-8AA4-9F40-8FFC67784BFF',timestamp='2022年04月29日 06時36分10秒',type='ブラジル',size='大',price='¥800',offer='gft',discount='',userId=1039,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='981AB9CA-4B7C-9B1F-68D1-55D328AC8CDD',timestamp='30/04/2022 11:39:05',type='colombian',size='GG',price='€3',offer='',discount='30%',userId=3074,country=ITALY,city='Turin'}
SaleTransaction{uuid='E893DCE2-6214-E369-F6E3-F83E16FBC4E5',timestamp='2022年04月11日 03時26分37秒',type='コロンビア',size='超大',price='¥1000',offer='h&l',discount='',userId=1095,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='0AAE5BA2-673C-C98C-BAE1-EA122FE7A6DE',timestamp='2022年04月09日 12時49分23秒',type='イタリア',size='大',price='¥800',offer='h&l',discount='',userId=1069,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='774DA1E0-F24B-526A-9C07-7D5266561CCC',timestamp='23/04/2022 01:33:12',type='brazilian',size='GG',price='€3',offer='',discount='',userId=3004,country=ITALY,city='Turin'}
SaleTransaction{uuid='9F3BCB95-4567-9AE6-6802-588A070D5A0E',timestamp='2022年04月23日 07時33分20秒',type='ブラジル',size='超大',price='¥1000',offer='gft',discount='',userId=1047,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='57E99C8C-FDAF-C726-1768-1CE50A3205C9',timestamp='2022年04月29日 03時32分01秒',type='コロンビア',size='大',price='¥800',offer='',discount='',userId=1078,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='7FCE21F0-00DF-50EB-A92A-7D0E04C19E24',timestamp='06/04/2022 11:10:04',type='brazilian',size='P',price='€1.30',offer='ga',discount='20%',userId=3055,country=ITALY,city='Turin'}
SaleTransaction{uuid='9003892B-E70E-7D11-AE78-67725F0ACB09',timestamp='2022年04月30日 09時26分38秒',type='イタリア',size='中',price='¥600',offer='',discount='',userId=1054,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='9326252A-2E53-6C2C-6634-106AB63AAA8E',timestamp='2022年04月25日 06時02分15秒',type='ブラジル',size='超大',price='¥1000',offer='',discount='',userId=1011,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='E8BF1A8C-53A1-69D6-7AF5-49B4B2184382',timestamp='2022年04月30日 09時13分56秒',type='ブレンド',size='中',price='¥600',offer='',discount='',userId=1053,country=JAPAN,city='Tokyo'}
SaleTransaction{uuid='47F68604-61A1-3742-2371-D0E48A3C82FD',timestamp='2022年04月02日 10時14分02秒',type='イタリア',size='中',price='¥600',offer='h&l',discount='',userId=1042,country=JAPAN,city='Tokyo'}
